source_file,constraint_name,from_table,from_columns,to_table,to_columns,match_type
dbo.PAYABLE_DIST.sql,FK_PAYDST_BATCH,PAYABLE_DIST,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.PAYABLE_DIST.sql,FKEY0201,PAYABLE_DIST,VOUCHER_ID,PAYABLE,VOUCHER_ID,ALTER_TABLE_FK
dbo.PAYABLE_LINE.sql,FKEY0223,PAYABLE_LINE,VAT_CATEGORY,VAT_CATEGORY,ID,ALTER_TABLE_FK
dbo.PAYABLE_LINE.sql,FKEY0223,PAYABLE_LINE,VOUCHER_ID,PAYABLE,VOUCHER_ID,ALTER_TABLE_FK
dbo.PAYB_LINE_CURR.sql,FKEY9428,PAYB_LINE_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PAYB_LINE_CURR.sql,FKEY9428,PAYB_LINE_CURR,"VOUCHER_ID, LINE_NO",PAYABLE_LINE,"VOUCHER_ID, LINE_NO",ALTER_TABLE_FK
dbo.PHYS_COUNT_LOC_ADJ.sql,FKEY9622,PHYS_COUNT_LOC_ADJ,PHYS_COUNT_ID,PHYSICAL_COUNT,ID,ALTER_TABLE_FK
dbo.PHYS_COUNT_TAG.sql,FKEY0103,PHYS_COUNT_TAG,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.PHYS_COUNT_TAG.sql,FKEY0118,PHYS_COUNT_TAG,PHYS_COUNT_ID,PHYSICAL_COUNT,ID,ALTER_TABLE_FK
dbo.PHYS_COUNT_TAG.sql,FKEY0103,PHYS_COUNT_TAG,WAREHOUSE_ID,WAREHOUSE,ID,ALTER_TABLE_FK
dbo.PHYS_TRACE_COUNT.sql,FKEY0177,PHYS_TRACE_COUNT,"PHYS_COUNT_ID, TAG_NO",PHYS_COUNT_TAG,"PHYS_COUNT_ID, TAG_NO",ALTER_TABLE_FK
dbo.PLANNED_MATL_REQ.sql,FK_PLND_REQ_TO_SITE,PLANNED_MATL_REQ,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PLANNED_ORDER.sql,FK_PLND_ORD_TO_SITE,PLANNED_ORDER,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.PLANNED_ORDER.sql,FK_PLND_ORD_TO_SITE,PLANNED_ORDER,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PLANNING_BOM.sql,FK_PLNG_BOM_TO_SITE,PLANNING_BOM,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PLANNING_FORECAST.sql,FK_PLNG_FORECAST_TO_SITE,PLANNING_FORECAST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PLANNING_MPS.sql,FK_PLNG_MPS_TO_SITE,PLANNING_MPS,"PLANNING_PART_ID, SITE_ID",PLANNING_PART,"ID, SITE_ID",ALTER_TABLE_FK
dbo.PLANNING_MPS.sql,FK_PLNG_MPS_TO_SITE,PLANNING_MPS,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PLANNING_PART.sql,FK_PLNG_PART_TO_SITE,PLANNING_PART,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PRODUCT.sql,FKEY9303,PRODUCT,WITHHOLDING_CODE,WITHHOLDING,CODE,ALTER_TABLE_FK
dbo.PROJECT_BUDGET.sql,FK_PROJECT_BUDGET_01,PROJECT_BUDGET,COST_CATEGORY_ID,COST_CATEGORY,ID,ALTER_TABLE_FK
dbo.PROJECT_BUDGET.sql,FK_PROJECT_BUDGET_01,PROJECT_BUDGET,DEPARTMENT_ID,DEPARTMENT,ID,ALTER_TABLE_FK
dbo.PROJECT_BUDGET.sql,FK_PROJECT_BUDGET_02,PROJECT_BUDGET,DISTRIBUTION_ID,DISTRIBUTION,ID,ALTER_TABLE_FK
dbo.PROJECT_BUDGET.sql,FK_PROJECT_BUDGET_00,PROJECT_BUDGET,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID",WORK_ORDER,"TYPE, BASE_ID, LOT_ID, SPLIT_ID, SUB_ID",ALTER_TABLE_FK
dbo.PROJECT_CEILING.sql,FK_PROJECT_CEILING_00,PROJECT_CEILING,PROJECT_ID,PROJECT_INFO,ID,ALTER_TABLE_FK
dbo.PROJECT_DIST.sql,FK_PROJECT_DIST_01,PROJECT_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PROJECT_DIST.sql,FK_PROJECT_DIST_02,PROJECT_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.PROJECT_DIST.sql,FK_PROJECT_DIST_01,PROJECT_DIST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PROJECT_INFO.sql,FK_PROJ_CURR,PROJECT_INFO,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PROJECT_INFO.sql,FK_PROJ_CUST_ORD,PROJECT_INFO,"DEFAULT_WBS_CODE, ID",WBS,"CODE, PROJECT_ID",ALTER_TABLE_FK
dbo.PROJECT_INFO.sql,FK_PROJ_CURR,PROJECT_INFO,FIXED_RATE_CO_ID,CUSTOMER_ORDER,ID,ALTER_TABLE_FK
dbo.PROJ_DIST_DETAIL.sql,FK_PROJ_DIST_DETAIL_01,PROJ_DIST_DETAIL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PROJ_SUMM_BURD_AMT.sql,FK_PROJ_SUMM_BURD_AMT_00,PROJ_SUMM_BURD_AMT,COST_CATEGORY_ID,COST_CATEGORY,ID,ALTER_TABLE_FK
dbo.PROJ_SUMM_BURD_AMT.sql,FK_PROJ_SUMM_BURD_AMT_00,PROJ_SUMM_BURD_AMT,PROJECT_SUMMARY_ID,PROJECT_SUMMARY,ID,ALTER_TABLE_FK
dbo.PRORATED_LABOR_TX.sql,FK_PRORATED_LABOR_00,PRORATED_LABOR_TX,TRANSACTION_ID,LABOR_TICKET,TRANSACTION_ID,ALTER_TABLE_FK
dbo.PURCHASE_DIST.sql,FKEY0197,PURCHASE_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURCHASE_DIST.sql,FKEY0166,PURCHASE_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.PURCHASE_DIST.sql,FKEY0010,PURCHASE_DIST,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.PURCHASE_DIST.sql,FK_PURDST_BATCH,PURCHASE_DIST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PURCHASE_DIST.sql,FK_PURDST_BATCH,PURCHASE_DIST,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.PURCHASE_ORDER.sql,FK_PUR_ORD_CONT_ID,PURCHASE_ORDER,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.PURCHASE_ORDER.sql,FKEY0079,PURCHASE_ORDER,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURCHASE_ORDER.sql,FKEY0009,PURCHASE_ORDER,SHIPTO_ADDR_NO,SHIPTO_ADDRESS,ADDR_NO,ALTER_TABLE_FK
dbo.PURCHASE_ORDER.sql,FK_PUR_ORD_CONT_ID,PURCHASE_ORDER,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PURCHASE_ORDER.sql,FKEY9398,PURCHASE_ORDER,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.PURCHASE_ORDER.sql,FKEY0052,PURCHASE_ORDER,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.PURC_GROUP_USER.sql,FK_PURC_GROUP_USER_00,PURC_GROUP_USER,PURC_REQ_ID,PURC_REQUISITION,ID,ALTER_TABLE_FK
dbo.PURC_HISTORY.sql,FK_PURC_HISTORY_00,PURC_HISTORY,PURC_REQ_ID,PURC_REQUISITION,ID,ALTER_TABLE_FK
dbo.PURC_LINE_BINARY.sql,FKEY0169,PURC_LINE_BINARY,"PURC_ORDER_ID, PURC_ORDER_LINE_NO",PURC_ORDER_LINE,"PURC_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.PURC_LINE_DEL.sql,FKEY0168,PURC_LINE_DEL,"PURC_ORDER_ID, PURC_ORDER_LINE_NO",PURC_ORDER_LINE,"PURC_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.PURC_MATL_DETAIL.sql,FKEY9002,PURC_MATL_DETAIL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURC_MATL_DETAIL.sql,FKEY9002,PURC_MATL_DETAIL,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_BINARY.sql,FKEY0164,PURC_ORDER_BINARY,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_CURR.sql,FKEY9426,PURC_ORDER_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_CURR.sql,FKEY9426,PURC_ORDER_CURR,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FKEY0165,PURC_ORDER_LINE,GL_EXPENSE_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FKEY0038,PURC_ORDER_LINE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FK_PURC_ORD_LINE_TO_SITE,PURC_ORDER_LINE,PURCHASE_UM,UNITS,UNIT_OF_MEASURE,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FKEY0115,PURC_ORDER_LINE,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FKEY0101,PURC_ORDER_LINE,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FK_PO_LINE_TRX_CAT,PURC_ORDER_LINE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FK_PO_LINE_TRX_CAT,PURC_ORDER_LINE,TRANS_CATEGORY_ID,TRANS_CATEGORY,ID,ALTER_TABLE_FK
dbo.PURC_ORDER_LINE.sql,FKEY0272,PURC_ORDER_LINE,vat_category,VAT_CATEGORY,ID,ALTER_TABLE_FK
dbo.PURC_REQUISITION.sql,FK_PUR_REQ_CONT_ID,PURC_REQUISITION,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.PURC_REQUISITION.sql,FK_PURC_REQUISITION_02,PURC_REQUISITION,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURC_REQUISITION.sql,FK_PURC_REQUISITION_00,PURC_REQUISITION,SHIPTO_ADDR_NO,SHIPTO_ADDRESS,ADDR_NO,ALTER_TABLE_FK
dbo.PURC_REQUISITION.sql,FK_PUR_REQ_CONT_ID,PURC_REQUISITION,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.PURC_REQUISITION.sql,FK_PURC_REQUISITION_03,PURC_REQUISITION,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.PURC_REQUISITION.sql,FK_PURC_REQUISITION_01,PURC_REQUISITION,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.PURC_REQ_BINARY.sql,FK_PURC_REQ_BINARY_00,PURC_REQ_BINARY,PURC_REQ_ID,PURC_REQUISITION,ID,ALTER_TABLE_FK
dbo.PURC_REQ_CURR.sql,FK_PURC_REQ_CURR_00,PURC_REQ_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURC_REQ_CURR.sql,FK_PURC_REQ_CURR_00,PURC_REQ_CURR,PURC_REQ_ID,PURC_REQUISITION,ID,ALTER_TABLE_FK
dbo.PURC_REQ_LINE.sql,FK_PURC_REQ_LINE_01,PURC_REQ_LINE,GL_EXPENSE_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.PURC_REQ_LINE.sql,FK_PURC_REQ_LINE_00,PURC_REQ_LINE,PURCHASE_UM,UNITS,UNIT_OF_MEASURE,ALTER_TABLE_FK
dbo.PURC_REQ_LINE.sql,FK_PURC_REQ_LINE_00,PURC_REQ_LINE,PURC_REQ_ID,PURC_REQUISITION,ID,ALTER_TABLE_FK
dbo.PURC_REQ_LN_BINARY.sql,FK_PURC_REQ_LN_BINARY_00,PURC_REQ_LN_BINARY,"PURC_REQ_ID, PURC_REQ_LINE_NO",PURC_REQ_LINE,"PURC_REQ_ID, LINE_NO",ALTER_TABLE_FK
dbo.PURC_SERV_DETAIL.sql,FKEY9003,PURC_SERV_DETAIL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.PURC_SERV_DETAIL.sql,FKEY9003,PURC_SERV_DETAIL,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.QUOTE.sql,FK_QUOTE_CONT_ID,QUOTE,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.QUOTE.sql,FK_QUOTE_CONT_ID,QUOTE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.QUOTE.sql,FKEY0013,QUOTE,CUSTOMER_ID,CUSTOMER,ID,ALTER_TABLE_FK
dbo.QUOTE.sql,FKEY0066,QUOTE,DISCOUNT_CODE,CUSTOMER_DISCOUNT,DISCOUNT_CODE,ALTER_TABLE_FK
dbo.QUOTE.sql,FK_QUOTE_CONT_ID,QUOTE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.QUOTE.sql,FKEY0275,QUOTE,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.QUOTED_OPTIONS.sql,FKEY0183,QUOTED_OPTIONS,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.QUOTED_OPTIONS.sql,FKEY0183,QUOTED_OPTIONS,"QUOTE_ID, QUOTE_LINE_NO",QUOTE_LINE,"QUOTE_ID, LINE_NO",ALTER_TABLE_FK
dbo.QUOTE_BINARY.sql,FKEY0179,QUOTE_BINARY,QUOTE_ID,QUOTE,ID,ALTER_TABLE_FK
dbo.QUOTE_LINE.sql,FKEY0104,QUOTE_LINE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.QUOTE_LINE.sql,FKEY0104,QUOTE_LINE,QUOTE_ID,QUOTE,ID,ALTER_TABLE_FK
dbo.QUOTE_LINE_BILLING.sql,FKEY9107,QUOTE_LINE_BILLING,"QUOTE_ID, QUOTE_LINE_NO",QUOTE_LINE,"QUOTE_ID, LINE_NO",ALTER_TABLE_FK
dbo.QUOTE_LINE_BILLING.sql,FKEY9107,QUOTE_LINE_BILLING,REV_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.QUOTE_LINE_BINARY.sql,FKEY0181,QUOTE_LINE_BINARY,"QUOTE_ID, QUOTE_LINE_NO",QUOTE_LINE,"QUOTE_ID, LINE_NO",ALTER_TABLE_FK
dbo.QUOTE_ORDER.sql,FKEY0158,QUOTE_ORDER,CUST_ORDER_ID,CUSTOMER_ORDER,ID,ALTER_TABLE_FK
dbo.QUOTE_ORDER.sql,FKEY0158,QUOTE_ORDER,QUOTE_ID,QUOTE,ID,ALTER_TABLE_FK
dbo.QUOTE_PRICE.sql,FKEY0182,QUOTE_PRICE,"QUOTE_ID, QUOTE_LINE_NO",QUOTE_LINE,"QUOTE_ID, LINE_NO",ALTER_TABLE_FK
dbo.RATE_DETAIL.sql,FK_RATE_DETAIL_00,RATE_DETAIL,COST_CATEGORY_ID,COST_CATEGORY,ID,ALTER_TABLE_FK
dbo.RATE_DETAIL.sql,FK_RATE_DETAIL_00,RATE_DETAIL,RATE_ID,RATE,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE.sql,FKEY0024,RCR_PAYABLE,PAYB_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE.sql,FKEY0024,RCR_PAYABLE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE.sql,FKEY0279,RCR_PAYABLE,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE.sql,FKEY0024,RCR_PAYABLE,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE_LINE.sql,FKEY0230,RCR_PAYABLE_LINE,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE_LINE.sql,FKEY0230,RCR_PAYABLE_LINE,RCR_PAYABLE_ID,RCR_PAYABLE,ID,ALTER_TABLE_FK
dbo.RCR_PAYABLE_LINE.sql,FKEY0280,RCR_PAYABLE_LINE,vat_category,VAT_CATEGORY,ID,ALTER_TABLE_FK
dbo.RCR_RECEIVABLE.sql,FKEY9366,RCR_RECEIVABLE,CUSTOMER_ID,CUSTOMER,ID,ALTER_TABLE_FK
dbo.RCR_RECEIVABLE.sql,FKEY9367,RCR_RECEIVABLE,RECV_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.RCR_RECEIVABLE.sql,FKEY9369,RCR_RECEIVABLE,SALESREP_ID,SALES_REP,ID,ALTER_TABLE_FK
dbo.RCR_RECEIVABLE.sql,FKEY9366,RCR_RECEIVABLE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.RCR_RECEIVABLE.sql,FKEY9587,RCR_RECEIVABLE,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.RCR_RECV_LINE.sql,FKEY9368,RCR_RECV_LINE,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.RCR_RECV_LINE.sql,FKEY9368,RCR_RECV_LINE,RCR_RECEIVABLE_ID,RCR_RECEIVABLE,ID,ALTER_TABLE_FK
dbo.RCR_RECV_LINE.sql,FKEY9370,RCR_RECV_LINE,vat_category,VAT_CATEGORY,ID,ALTER_TABLE_FK
dbo.RCR_RECV_SHARE.sql,FKEY9585,RCR_RECV_SHARE,RCR_RECV_ID,RCR_RECEIVABLE,ID,ALTER_TABLE_FK
dbo.RCR_RECV_SHARE.sql,FKEY9585,RCR_RECV_SHARE,SHARE_SALESREP_ID,SALES_REP,ID,ALTER_TABLE_FK
dbo.RECEIVABLE.sql,FKEY0025,RECEIVABLE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.RECEIVABLE.sql,FKEY0025,RECEIVABLE,CUSTOMER_ID,CUSTOMER,ID,ALTER_TABLE_FK
dbo.RECEIVABLE.sql,FKEY9390,RECEIVABLE,SALESREP_ID,SALES_REP,ID,ALTER_TABLE_FK
dbo.RECEIVABLE.sql,FKEY0025,RECEIVABLE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.RECEIVABLE.sql,FKEY9588,RECEIVABLE,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.RECEIVABLE_BINARY.sql,FKEY0232,RECEIVABLE_BINARY,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECEIVABLE_CURR.sql,FKEY9391,RECEIVABLE_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.RECEIVABLE_CURR.sql,FKEY9391,RECEIVABLE_CURR,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECEIVABLE_DIST.sql,FKEY0233,RECEIVABLE_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.RECEIVABLE_DIST.sql,FKEY0026,RECEIVABLE_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.RECEIVABLE_DIST.sql,FKEY0203,RECEIVABLE_DIST,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECEIVABLE_DIST.sql,FK_RCVDST_BATCH,RECEIVABLE_DIST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.RECEIVABLE_DIST.sql,FK_RCVDST_BATCH,RECEIVABLE_DIST,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.RECEIVABLE_INST.sql,FK_RECEIVABLE_INST_00,RECEIVABLE_INST,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECEIVABLE_LINE.sql,FKEY0231,RECEIVABLE_LINE,"CUST_ORDER_ID, CUST_ORDER_LINE_NO",CUST_ORDER_LINE,"CUST_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.RECEIVABLE_LINE.sql,FKEY0231,RECEIVABLE_LINE,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECEIVABLE_LINE.sql,FKEY0281,RECEIVABLE_LINE,VAT_CATEGORY,VAT_CATEGORY,ID,ALTER_TABLE_FK
dbo.RECEIVABLE_SHARE.sql,FKEY9589,RECEIVABLE_SHARE,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECEIVABLE_SHARE.sql,FKEY9589,RECEIVABLE_SHARE,SHARE_SALESREP_ID,SALES_REP,ID,ALTER_TABLE_FK
dbo.RECEIVER.sql,FK_RECEIVER_TO_SITE,RECEIVER,PURC_ORDER_ID,PURCHASE_ORDER,ID,ALTER_TABLE_FK
dbo.RECEIVER.sql,FK_RECEIVER_TO_SITE,RECEIVER,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.RECEIVER_LINE.sql,FKEY0171,RECEIVER_LINE,"PURC_ORDER_ID, PURC_ORDER_LINE_NO",PURC_ORDER_LINE,"PURC_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.RECEIVER_LINE.sql,FKEY0171,RECEIVER_LINE,RECEIVER_ID,RECEIVER,ID,ALTER_TABLE_FK
dbo.RECEIVER_LINE_DEL.sql,FKEY9374,RECEIVER_LINE_DEL,"PURC_ORDER_ID, PURC_ORDER_LINE_NO",PURC_ORDER_LINE,"PURC_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.RECVR_LINE_BINARY.sql,FK_RECVR_LINE_BINARY,RECVR_LINE_BINARY,"RECEIVER_ID, RECEIVER_LINE_NO",RECEIVER_LINE,"RECEIVER_ID, LINE_NO",ALTER_TABLE_FK
dbo.RECV_LINE_BINARY.sql,FKEY0236,RECV_LINE_BINARY,"INVOICE_ID, RECV_LINE_NO",RECEIVABLE_LINE,"INVOICE_ID, LINE_NO",ALTER_TABLE_FK
dbo.RECV_MEMO_APPLY.sql,FKEY0234,RECV_MEMO_APPLY,INV_INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.RECV_MEMO_APPLY.sql,FKEY0234,RECV_MEMO_APPLY,MEMO_INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.REPORT_CAL_MAP.sql,FK_FIN_CAL_MAP,REPORT_CAL_MAP,FIN_CAL_ID,FINANCIAL_CALENDAR,ID,ALTER_TABLE_FK
dbo.REPORT_CAL_MAP.sql,FK_FIN_CAL_MAP,REPORT_CAL_MAP,RPT_CAL_ID,REPORT_CALENDAR,ID,ALTER_TABLE_FK
dbo.REPORT_LINE.sql,FKEY0218,REPORT_LINE,REPORT_ID,REPORT,ID,ALTER_TABLE_FK
dbo.REQUEST_FOR_QUOTE.sql,FKEY0292,REQUEST_FOR_QUOTE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.REQUIREMENT.sql,FKEY0078,REQUIREMENT,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.REQUIREMENT.sql,FKEY0036,REQUIREMENT,USAGE_UM,UNITS,UNIT_OF_MEASURE,ALTER_TABLE_FK
dbo.REQUIREMENT.sql,FKEY0036,REQUIREMENT,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.REQUIREMENT.sql,FKEY0078,REQUIREMENT,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, SUBORD_WO_SUB_ID",WORK_ORDER,"TYPE, BASE_ID, LOT_ID, SPLIT_ID, SUB_ID",ALTER_TABLE_FK
dbo.REQUIREMENT_BINARY.sql,FK_REQUIREMENT_BINARY_00,REQUIREMENT_BINARY,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, OPERATION_SEQ_NO, PIECE_NO",REQUIREMENT,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, OPERATION_SEQ_NO, PIECE_NO",ALTER_TABLE_FK
dbo.REQUIREMENT_COST.sql,FKEY0140,REQUIREMENT_COST,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, OPERATION_SEQ_NO, REQ_PIECE_NO",REQUIREMENT,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, OPERATION_SEQ_NO, PIECE_NO",ALTER_TABLE_FK
dbo.REQUIREMENT_SCHED.sql,FKEY0106,REQUIREMENT_SCHED,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.REQUIREMENT_SCHED.sql,FKEY0106,REQUIREMENT_SCHED,SCHEDULE_ID,SCHEDULE,ID,ALTER_TABLE_FK
dbo.REQUIREMENT_SCHED.sql,FKEY0187,REQUIREMENT_SCHED,"SCHEDULE_ID, WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID",WORK_ORDER_SCHED,"SCHEDULE_ID, WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID",ALTER_TABLE_FK
dbo.RESOURCE_SCHED.sql,FKEY0130,RESOURCE_SCHED,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.RESOURCE_SCHED.sql,FKEY0130,RESOURCE_SCHED,SCHEDULE_ID,SCHEDULE,ID,ALTER_TABLE_FK
dbo.RES_SIMULATION.sql,FK_RES_SIMULATION_00,RES_SIMULATION,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.RES_SIMULATION.sql,FK_RES_SIMULATION_00,RES_SIMULATION,SIMULATION_ID,SIMULATION,ID,ALTER_TABLE_FK
dbo.REVALUE.sql,FKEY9472,REVALUE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.REVALUE_CURR.sql,FKEY9480,REVALUE_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.REVALUE_CURR.sql,FKEY9480,REVALUE_CURR,REVALUE_ID,REVALUE,ID,ALTER_TABLE_FK
dbo.REVALUE_DIST.sql,FKEY9478,REVALUE_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.REVALUE_DIST.sql,FKEY9476,REVALUE_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.REVALUE_DIST.sql,FKEY9476,REVALUE_DIST,REVALUE_ID,REVALUE,ID,ALTER_TABLE_FK
dbo.REVALUE_DIST.sql,FKEY9477,REVALUE_DIST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.REVALUE_LINE.sql,FKEY9473,REVALUE_LINE,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
